-5.089966e-01,-2.238513e-03,8.604997e-03,1.339034e-01,-3.207825e+00,2.609939e+00,1.011630e+03,1.015590e+03,960,540
-3.696522e-01,3.686953e-01,-1.536535e+00,-3.197128e+00,4.720298e-02,2.623230e+00,1.011630e+03,1.015590e+03,960,540
-2.755611e-02,7.506797e-01,-2.977130e+00,-3.366570e-01,3.339145e+00,2.684320e+00,1.011630e+03,1.015590e+03,960,540
-3.867627e-01,-3.966268e-01,1.559822e+00,3.356184e+00,1.117889e-01,2.570808e+00,1.011630e+03,1.015590e+03,960,540
-7.580029e-01,-2.077409e-01,5.075485e-01,5.750135e-01,-5.751336e-01,2.019290e+00,1.011630e+03,1.015590e+03,960,540
-2.070098e-01,-8.789606e-01,2.549477e+00,4.579849e-01,1.067579e+00,1.960532e+00,1.011630e+03,1.015590e+03,960,540
-1.108028e+00,-1.241143e+00,1.324571e+00,-3.201849e-01,2.761017e-01,2.856829e+00,1.011630e+03,1.015590e+03,960,540
-2.903256e-01,5.466619e-01,-2.110061e+00,-1.645059e+00,1.026239e+00,1.959494e+00,1.011630e+03,1.015590e+03,960,540
-3.789927e-01,-1.932355e-01,9.293700e-01,1.430100e+00,-1.075041e+00,1.787468e+00,1.011630e+03,1.015590e+03,960,540
-3.784308e-01,-8.654975e-01,2.182750e+00,3.391590e+00,3.341500e+00,2.776056e+00,1.011630e+03,1.015590e+03,960,540
-3.805246e-01,1.036660e+00,-2.248503e+00,-3.214441e+00,3.364799e+00,2.783935e+00,1.011630e+03,1.015590e+03,960,540
-7.279720e-01,2.748365e-01,-6.861086e-01,-3.229952e+00,-3.219462e+00,2.748600e+00,1.011630e+03,1.015590e+03,960,540
-7.039564e-01,-2.906000e-01,7.459118e-01,3.379173e+00,-3.230562e+00,2.718718e+00,1.011630e+03,1.015590e+03,960,540
